DOW,Hour,Country,Workers,Key,Mouse,Segments
Sun,1,Lebanon,14,14257,5573,126
Sun,2,Lebanon,12,12591,4244,113
Sun,3,Lebanon,11,11283,3935,111
Sun,4,Lebanon,9,6180,3713,153
Sun,5,Lebanon,7,5547,2397,187
Sun,6,Lebanon,8,8426,5347,197
Sun,7,Lebanon,7,16830,5924,248
Sun,8,Lebanon,8,22116,6989,242
Sun,9,Lebanon,12,27393,6147,316
Sun,10,Lebanon,19,36312,12498,350
Sun,11,Lebanon,20,40066,12729,346
Sun,12,Lebanon,19,35034,15928,400
Sun,13,Lebanon,20,44410,17461,373
Sun,14,Lebanon,21,46847,16886,393
Sun,15,Lebanon,19,43457,15418,381
Sun,16,Lebanon,16,43782,12155,337
Sun,17,Lebanon,19,38087,13996,362
Sun,18,Lebanon,18,46105,17497,401
Sun,19,Lebanon,18,40723,14810,388
Sun,20,Lebanon,20,39930,16982,399
Sun,21,Lebanon,22,41320,19128,458
Sun,22,Lebanon,17,42136,21259,443
Sun,23,Lebanon,16,30891,14974,338
Mon,0,Lebanon,13,20587,8905,204
Mon,1,Lebanon,10,11180,6266,150
Mon,2,Lebanon,5,4695,3143,107
Mon,3,Lebanon,7,5381,1452,84
Mon,4,Lebanon,6,5409,1885,116
Mon,5,Lebanon,7,10715,2720,150
Mon,6,Lebanon,6,11104,3684,191
Mon,7,Lebanon,8,15579,5940,296
Mon,8,Lebanon,17,47431,13655,469
Mon,9,Lebanon,22,68659,25985,701
Mon,10,Lebanon,23,103785,42895,921
Mon,11,Lebanon,26,118085,55091,1088
Mon,12,Lebanon,27,132469,55193,1156
Mon,13,Lebanon,28,129885,62806,1241
Mon,14,Lebanon,28,131588,57056,1144
Mon,15,Lebanon,27,119190,56773,1294
Mon,16,Lebanon,27,130495,56787,1230
Mon,17,Lebanon,27,126295,54151,1065
Mon,18,Lebanon,25,94320,35957,908
Mon,19,Lebanon,23,69652,28595,674
Mon,20,Lebanon,21,55165,24031,622
Mon,21,Lebanon,24,60262,22066,560
Mon,22,Lebanon,25,58748,26125,625
Mon,23,Lebanon,22,46003,18591,529
Tue,0,Lebanon,20,39984,14312,340
Tue,1,Lebanon,14,23532,8741,257
Tue,2,Lebanon,11,15254,4298,223
Tue,3,Lebanon,8,9978,4074,200
Tue,4,Lebanon,7,9747,3147,201
Tue,5,Lebanon,6,6991,2504,161
Tue,6,Lebanon,8,12773,3914,244
Tue,7,Lebanon,10,10942,4135,263
Tue,8,Lebanon,18,28766,12815,512
Tue,9,Lebanon,23,66874,34327,840
Tue,10,Lebanon,29,111504,53721,1024
Tue,11,Lebanon,27,144643,59578,1156
Tue,12,Lebanon,26,132097,55914,1185
Tue,13,Lebanon,28,155788,62560,1255
Tue,14,Lebanon,31,143561,59205,1160
Tue,15,Lebanon,28,124316,51904,1264
Tue,16,Lebanon,32,136731,60238,1257
Tue,17,Lebanon,32,148093,57177,1167
Tue,18,Lebanon,30,99800,36565,952
Tue,19,Lebanon,23,78551,28585,766
Tue,20,Lebanon,25,79007,31026,722
Tue,21,Lebanon,27,68912,31419,746
Tue,22,Lebanon,23,78568,29904,657
Tue,23,Lebanon,23,54628,24243,570
Wed,0,Lebanon,18,34572,13645,331
Wed,1,Lebanon,12,28384,7915,218
Wed,2,Lebanon,11,10855,4108,161
Wed,3,Lebanon,6,9835,2417,169
Wed,4,Lebanon,7,7645,2354,182
Wed,5,Lebanon,8,13687,4120,252
Wed,6,Lebanon,10,21433,4883,214
Wed,7,Lebanon,10,21804,4884,311
Wed,8,Lebanon,22,36481,10655,473
Wed,9,Lebanon,29,70519,33081,805
Wed,10,Lebanon,28,137673,56084,1073
Wed,11,Lebanon,32,159067,61390,1187
Wed,12,Lebanon,29,147802,61176,1260
Wed,13,Lebanon,29,162480,69636,1284
Wed,14,Lebanon,30,144206,67492,1147
Wed,15,Lebanon,30,118131,57054,1090
Wed,16,Lebanon,27,141849,58998,1151
Wed,17,Lebanon,31,135484,59394,1124
Wed,18,Lebanon,30,97339,37667,875
Wed,19,Lebanon,21,79363,25974,724
Wed,20,Lebanon,19,67672,24817,645
Wed,21,Lebanon,24,50912,19944,630
Wed,22,Lebanon,23,70297,25932,634
Wed,23,Lebanon,22,70468,19152,571
Thu,0,Lebanon,20,30552,9850,355
Thu,1,Lebanon,14,19364,5532,238
Thu,2,Lebanon,8,16640,2998,161
Thu,3,Lebanon,6,8161,2266,131
Thu,4,Lebanon,6,9380,2888,181
Thu,5,Lebanon,7,15240,2672,242
Thu,6,Lebanon,7,14901,5217,308
Thu,7,Lebanon,8,26205,7909,376
Thu,8,Lebanon,19,37722,13889,500
Thu,9,Lebanon,28,85987,32403,886
Thu,10,Lebanon,29,152449,55579,1115
Thu,11,Lebanon,31,154224,59998,1221
Thu,12,Lebanon,33,146813,61348,1241
Thu,13,Lebanon,34,144276,63777,1199
Thu,14,Lebanon,33,147200,67582,1221
Thu,15,Lebanon,31,132086,63625,1269
Thu,16,Lebanon,35,156950,66317,1230
Thu,17,Lebanon,35,134215,54326,1030
Thu,18,Lebanon,31,84003,31431,807
Thu,19,Lebanon,28,76815,24313,730
Thu,20,Lebanon,24,68711,27765,708
Thu,21,Lebanon,26,60172,23471,657
Thu,22,Lebanon,23,84692,29969,734
Thu,23,Lebanon,20,55589,22146,588
Fri,0,Lebanon,20,58835,14368,373
Fri,1,Lebanon,17,23034,10405,283
Fri,2,Lebanon,10,8415,5803,148
Fri,3,Lebanon,8,7789,4087,163
Fri,4,Lebanon,8,7123,2975,130
Fri,5,Lebanon,8,10871,2162,161
Fri,6,Lebanon,8,16358,4415,290
Fri,7,Lebanon,9,17497,6736,345
Fri,8,Lebanon,20,33175,10908,395
Fri,9,Lebanon,28,63589,26387,685
Fri,10,Lebanon,30,102544,41727,940
Fri,11,Lebanon,28,100452,39001,941
Fri,12,Lebanon,27,86170,32545,798
Fri,13,Lebanon,30,100668,48443,1019
Fri,14,Lebanon,35,122468,58921,1165
Fri,15,Lebanon,32,136830,57892,1254
Fri,16,Lebanon,29,128978,54718,1104
Fri,17,Lebanon,29,110731,46631,1026
Fri,18,Lebanon,27,88368,30810,788
Fri,19,Lebanon,21,56465,22303,573
Fri,20,Lebanon,22,53370,21797,560
Fri,21,Lebanon,18,57690,17432,552
Fri,22,Lebanon,17,63027,21202,529
Fri,23,Lebanon,17,45135,17039,478
Sat,0,Lebanon,16,36499,12320,332
Sat,1,Lebanon,15,31002,12613,240
Sat,2,Lebanon,11,13118,4717,108
Sat,3,Lebanon,8,10697,2868,87
Sat,4,Lebanon,5,5457,1282,98
Sat,5,Lebanon,8,10731,2808,122
Sat,6,Lebanon,10,17486,3674,180
Sat,7,Lebanon,12,18890,6421,221
Sat,8,Lebanon,12,21639,7419,336
Sat,9,Lebanon,23,58775,21659,635
Sat,10,Lebanon,27,93470,39636,850
Sat,11,Lebanon,26,112598,46716,1012
Sat,12,Lebanon,24,123368,48772,1059
Sat,13,Lebanon,26,106450,47887,1065
Sat,14,Lebanon,26,108777,45749,962
Sat,15,Lebanon,25,105851,41099,831
Sat,16,Lebanon,25,99578,41347,803
Sat,17,Lebanon,23,57386,26154,627
Sat,18,Lebanon,23,48291,18450,502
Sat,19,Lebanon,15,57491,20153,366
Sat,20,Lebanon,15,48397,18591,384
Sat,21,Lebanon,16,60386,24237,446
Sat,22,Lebanon,19,35682,16736,339
Sat,23,Lebanon,16,24551,11714,324
Mon,8,Lesotho,1,41,72,6
Mon,9,Lesotho,1,34,66,7
Mon,10,Lesotho,1,102,170,11
Mon,11,Lesotho,1,726,395,30
Mon,12,Lesotho,1,1458,422,11
Mon,13,Lesotho,1,1066,235,9
Mon,14,Lesotho,1,1859,451,12
Mon,15,Lesotho,1,648,297,15
Mon,16,Lesotho,1,313,209,6
Mon,17,Lesotho,1,,,2
Tue,8,Lesotho,1,661,537,18
Tue,9,Lesotho,1,1916,876,21
Tue,10,Lesotho,1,642,716,18
Tue,11,Lesotho,1,1615,492,11
Tue,12,Lesotho,1,,,1
Tue,13,Lesotho,1,1,1,2
Tue,14,Lesotho,1,678,174,9
Tue,15,Lesotho,1,715,423,16
Wed,8,Lesotho,1,811,118,6
Wed,11,Lesotho,1,547,300,14
Wed,12,Lesotho,1,937,169,7
Thu,8,Lesotho,1,273,271,10
Thu,9,Lesotho,1,1803,1004,27
Thu,10,Lesotho,1,169,96,3
Thu,12,Lesotho,1,,,2
Thu,14,Lesotho,1,60,66,16
Thu,15,Lesotho,1,667,367,9
Thu,16,Lesotho,1,677,167,15
Thu,17,Lesotho,1,866,510,9
Thu,18,Lesotho,1,752,486,7
Fri,8,Lesotho,1,350,214,9
Fri,9,Lesotho,1,1117,516,7
Fri,10,Lesotho,1,398,490,8
Fri,11,Lesotho,1,7,15,2
Fri,13,Lesotho,1,619,124,8
Fri,14,Lesotho,1,199,269,5
Fri,15,Lesotho,1,1042,374,9
Fri,16,Lesotho,1,213,135,2
Fri,21,Lesotho,1,190,178,5
Fri,22,Lesotho,1,224,125,3
Sat,12,Lesotho,1,331,185,8
Sat,13,Lesotho,1,635,489,13
Sat,14,Lesotho,1,363,273,4
Sat,16,Lesotho,1,469,472,6
Sat,17,Lesotho,1,1309,463,7
Sat,18,Lesotho,1,871,359,7
Sat,19,Lesotho,1,502,124,2
Sun,1,Libya,1,137,153,5
Sun,2,Libya,1,244,225,6
Sun,3,Libya,1,250,273,7
Sun,4,Libya,1,1178,238,6
Sun,5,Libya,1,51,61,6
Sun,6,Libya,1,552,131,4
Sun,9,Libya,1,88,25,4
Sun,10,Libya,1,1061,727,17
Sun,11,Libya,1,1,12,3
Sun,12,Libya,1,64,225,7
Sun,13,Libya,1,823,912,10
Sun,14,Libya,1,75,304,3
Wed,1,Libya,1,1,30,4
Wed,2,Libya,1,47,361,9
Wed,3,Libya,1,127,163,3
Wed,11,Libya,1,537,731,13
Wed,12,Libya,1,196,136,5
Fri,20,Libya,1,75,101,9
Fri,21,Libya,1,1890,420,6
Fri,22,Libya,1,333,758,6
Fri,23,Libya,1,,,1
Sat,4,Libya,1,21,20,3
Sat,5,Libya,1,773,439,7
Sat,6,Libya,1,720,568,6
Sat,7,Libya,1,272,498,6
Sat,8,Libya,1,387,627,7
Sun,0,Lithuania,15,45696,12527,492
Sun,1,Lithuania,15,49255,11181,418
Sun,2,Lithuania,13,21594,8464,330
Sun,3,Lithuania,10,8059,2929,203
Sun,4,Lithuania,7,12,55,139
Sun,5,Lithuania,5,0,0,106
Sun,6,Lithuania,6,201,332,100
Sun,7,Lithuania,7,2595,2370,125
Sun,8,Lithuania,9,7025,1906,139
Sun,9,Lithuania,10,27875,7997,267
Sun,10,Lithuania,14,33183,12822,321
Sun,11,Lithuania,16,42949,15218,414
Sun,12,Lithuania,16,43286,16803,417
Sun,13,Lithuania,19,48290,20119,473
Sun,14,Lithuania,21,51834,16795,505
Sun,15,Lithuania,19,63995,21536,521
Sun,16,Lithuania,22,65142,23932,568
Sun,17,Lithuania,22,56054,25745,584
Sun,18,Lithuania,17,67893,26007,595
Sun,19,Lithuania,18,77778,29294,607
Sun,20,Lithuania,16,69020,26314,560
Sun,21,Lithuania,18,67446,22790,555
Sun,22,Lithuania,16,67765,20609,528
Sun,23,Lithuania,18,75820,25499,558
Mon,0,Lithuania,17,54553,18616,391
Mon,1,Lithuania,11,44544,21128,338
Mon,2,Lithuania,10,26050,13680,210
Mon,3,Lithuania,10,6921,6348,117
Mon,4,Lithuania,9,3744,4075,78
Mon,5,Lithuania,8,3127,5511,72
Mon,6,Lithuania,10,2072,4121,71
Mon,7,Lithuania,12,1231,1478,90
Mon,8,Lithuania,15,13894,8459,215
Mon,9,Lithuania,18,35559,17051,387
Mon,10,Lithuania,18,40172,18296,477
Mon,11,Lithuania,20,36422,14299,430
Mon,12,Lithuania,20,41760,18743,473
Mon,13,Lithuania,22,46075,21293,487
Mon,14,Lithuania,23,46090,24165,537
Mon,15,Lithuania,25,66589,27699,587
Mon,16,Lithuania,24,63342,29776,630
Mon,17,Lithuania,21,67149,22410,606
Mon,18,Lithuania,23,63128,20410,585
Mon,19,Lithuania,23,69614,21677,487
Mon,20,Lithuania,22,66765,20221,514
Mon,21,Lithuania,24,84521,22135,535
Mon,22,Lithuania,24,80865,23785,548
Mon,23,Lithuania,20,58418,21043,496
Tue,0,Lithuania,14,56644,17489,407
Tue,1,Lithuania,11,32693,13287,253
Tue,2,Lithuania,10,6383,9844,120
Tue,3,Lithuania,9,11200,8195,84
Tue,4,Lithuania,8,3517,6504,56
Tue,5,Lithuania,4,1969,4651,36
Tue,6,Lithuania,7,1114,2162,45
Tue,7,Lithuania,11,4726,1870,102
Tue,8,Lithuania,14,27822,10028,217
Tue,9,Lithuania,16,39189,18088,403
Tue,10,Lithuania,17,46813,23329,527
Tue,11,Lithuania,22,56509,21703,607
Tue,12,Lithuania,19,59710,20914,542
Tue,13,Lithuania,25,53331,19198,468
Tue,14,Lithuania,23,56820,18317,466
Tue,15,Lithuania,21,63940,24436,583
Tue,16,Lithuania,20,76141,24457,723
Tue,17,Lithuania,24,74950,22322,769
Tue,18,Lithuania,22,75043,20888,691
Tue,19,Lithuania,20,82671,22538,606
Tue,20,Lithuania,21,103752,22548,593
Tue,21,Lithuania,21,99060,25752,599
Tue,22,Lithuania,19,97142,25892,624
Tue,23,Lithuania,19,93188,23368,604
Wed,0,Lithuania,18,65405,23491,524
Wed,1,Lithuania,14,37231,13019,322
Wed,2,Lithuania,12,26069,11216,215
Wed,3,Lithuania,9,4222,4698,116
Wed,4,Lithuania,9,4260,4267,94
Wed,5,Lithuania,8,2766,2721,74
Wed,6,Lithuania,7,5015,2665,71
Wed,7,Lithuania,12,9195,2516,97
Wed,8,Lithuania,14,20664,9353,250
Wed,9,Lithuania,16,28619,14797,374
Wed,10,Lithuania,18,39850,18602,476
Wed,11,Lithuania,20,56691,25940,567
Wed,12,Lithuania,22,67350,28119,594
Wed,13,Lithuania,23,63014,24258,540
Wed,14,Lithuania,23,49661,27102,628
Wed,15,Lithuania,25,62463,30017,746
Wed,16,Lithuania,22,92548,30772,876
Wed,17,Lithuania,26,87351,28283,787
Wed,18,Lithuania,23,93147,27912,697
Wed,19,Lithuania,24,107463,29431,669
Wed,20,Lithuania,24,93310,24663,653
Wed,21,Lithuania,22,89392,28436,652
Wed,22,Lithuania,24,99207,26029,649
Wed,23,Lithuania,22,102049,25177,704
Thu,0,Lithuania,18,74570,21880,563
Thu,1,Lithuania,14,42962,17819,346
Thu,2,Lithuania,11,29307,9835,232
Thu,3,Lithuania,12,9453,5633,130
Thu,4,Lithuania,12,5608,4362,89
Thu,5,Lithuania,10,3529,2210,83
Thu,6,Lithuania,6,1732,2287,69
Thu,7,Lithuania,12,9824,4543,140
Thu,8,Lithuania,15,21963,12296,297
Thu,9,Lithuania,16,32303,17182,488
Thu,10,Lithuania,17,44353,18227,559
Thu,11,Lithuania,21,48755,22225,634
Thu,12,Lithuania,22,69781,26337,641
Thu,13,Lithuania,21,74785,24383,562
Thu,14,Lithuania,23,70629,24545,638
Thu,15,Lithuania,23,70728,24788,653
Thu,16,Lithuania,25,84198,28366,764
Thu,17,Lithuania,24,80821,28625,721
Thu,18,Lithuania,23,85959,26072,736
Thu,19,Lithuania,21,86701,24267,652
Thu,20,Lithuania,20,83846,22311,628
Thu,21,Lithuania,18,106136,21208,642
Thu,22,Lithuania,18,114665,26350,676
Thu,23,Lithuania,20,95215,26339,700
Fri,0,Lithuania,20,58861,20824,548
Fri,1,Lithuania,16,39405,13988,374
Fri,2,Lithuania,15,19048,6813,228
Fri,3,Lithuania,13,12637,3689,124
Fri,4,Lithuania,8,4387,1445,99
Fri,5,Lithuania,6,1949,1431,73
Fri,6,Lithuania,7,144,1568,71
Fri,7,Lithuania,11,7631,2866,115
Fri,8,Lithuania,19,26417,9197,232
Fri,9,Lithuania,19,37403,17600,410
Fri,10,Lithuania,22,51209,25820,536
Fri,11,Lithuania,22,54448,26154,535
Fri,12,Lithuania,24,52760,25334,531
Fri,13,Lithuania,19,56876,22413,443
Fri,14,Lithuania,21,62134,31113,501
Fri,15,Lithuania,21,69890,32015,562
Fri,16,Lithuania,20,67246,28940,608
Fri,17,Lithuania,20,76086,21093,625
Fri,18,Lithuania,22,71619,22549,556
Fri,19,Lithuania,23,76002,25049,580
Fri,20,Lithuania,18,78263,18798,480
Fri,21,Lithuania,17,82775,21932,537
Fri,22,Lithuania,17,92395,20665,492
Fri,23,Lithuania,14,69532,16801,455
Sat,0,Lithuania,12,54868,11344,412
Sat,1,Lithuania,9,20806,5780,263
Sat,2,Lithuania,8,14081,5009,223
Sat,3,Lithuania,8,8149,3036,154
Sat,4,Lithuania,8,1713,859,114
Sat,5,Lithuania,9,4534,950,124
Sat,6,Lithuania,6,5960,1990,105
Sat,7,Lithuania,9,7091,1913,123
Sat,8,Lithuania,10,13707,4220,174
Sat,9,Lithuania,11,17740,7408,249
Sat,10,Lithuania,13,37734,11383,313
Sat,11,Lithuania,15,40047,11858,341
Sat,12,Lithuania,17,24188,9507,344
Sat,13,Lithuania,20,42988,17993,434
Sat,14,Lithuania,20,51854,21740,489
Sat,15,Lithuania,22,64093,23794,540
Sat,16,Lithuania,19,50357,19693,459
Sat,17,Lithuania,19,46080,16771,449
Sat,18,Lithuania,19,54980,20685,510
Sat,19,Lithuania,22,61240,21788,500
Sat,20,Lithuania,16,52280,19302,417
Sat,21,Lithuania,15,48697,17411,398
Sat,22,Lithuania,16,48398,15492,388
Sat,23,Lithuania,14,52354,16545,534
Mon,8,Luxembourg,1,777,69,4
Mon,9,Luxembourg,1,151,111,3
Tue,8,Luxembourg,1,52,44,5
Tue,9,Luxembourg,1,794,222,12
Tue,10,Luxembourg,1,1385,337,9
Tue,11,Luxembourg,1,3904,409,13
Tue,12,Luxembourg,1,716,676,9
Tue,13,Luxembourg,2,134,198,12
Tue,14,Luxembourg,1,267,279,6
Tue,15,Luxembourg,1,535,374,6
Tue,16,Luxembourg,1,702,408,6
Tue,17,Luxembourg,1,587,202,6
Tue,18,Luxembourg,1,649,285,8
Wed,9,Luxembourg,1,586,543,8
Wed,10,Luxembourg,1,686,536,6
Wed,11,Luxembourg,2,3201,822,11
Wed,12,Luxembourg,2,8486,1145,12
Wed,13,Luxembourg,2,3464,226,9
Wed,14,Luxembourg,2,638,639,10
Wed,15,Luxembourg,1,386,493,6
Wed,16,Luxembourg,1,188,349,7
Wed,17,Luxembourg,1,14,44,3
Wed,18,Luxembourg,1,362,446,6
Wed,19,Luxembourg,1,121,207,4
Thu,9,Luxembourg,2,822,146,6
Thu,10,Luxembourg,2,1589,535,11
Thu,11,Luxembourg,1,1077,456,6
Thu,12,Luxembourg,1,1155,389,6
Thu,13,Luxembourg,1,,,1
Thu,14,Luxembourg,1,11,53,4
Thu,15,Luxembourg,1,1453,619,6
Thu,16,Luxembourg,1,540,583,6
Thu,17,Luxembourg,1,3,35,4
Thu,18,Luxembourg,1,155,189,4
Fri,10,Luxembourg,1,323,598,8
Fri,11,Luxembourg,1,940,453,6
Fri,12,Luxembourg,1,454,35,2
Mon,14,Macao,1,1,1,5
Wed,10,Macao,1,,,2
Fri,14,Macao,1,1238,374,11
Fri,15,Macao,1,442,64,7
Fri,21,Macao,1,,,6
Sun,0,Macedonia,49,188318,73442,1007
Sun,1,Macedonia,48,174773,66375,891
Sun,2,Macedonia,43,125320,53047,679
Sun,3,Macedonia,36,88659,38574,484
Sun,4,Macedonia,28,86375,35338,398
Sun,5,Macedonia,17,70875,30982,320
Sun,6,Macedonia,13,36731,13913,191
Sun,7,Macedonia,17,41940,13052,205
Sun,8,Macedonia,20,56524,18791,289
Sun,9,Macedonia,31,63933,24491,454
Sun,10,Macedonia,41,98315,46299,746
Sun,11,Macedonia,53,173139,85422,1184
Sun,12,Macedonia,59,232371,110431,1453
Sun,13,Macedonia,61,259258,116194,1653
Sun,14,Macedonia,60,285276,131433,1753
Sun,15,Macedonia,63,293685,150827,1896
Sun,16,Macedonia,69,322173,156616,1922
Sun,17,Macedonia,65,340927,151522,1854
Sun,18,Macedonia,66,374544,162980,2104
Sun,19,Macedonia,72,405568,164473,2195
Sun,20,Macedonia,75,355862,155232,2094
Sun,21,Macedonia,74,266230,147459,1912
Sun,22,Macedonia,67,282928,142157,1756
Sun,23,Macedonia,60,250061,120236,1461
Mon,0,Macedonia,54,176200,77376,965
Mon,1,Macedonia,48,127229,50385,718
Mon,2,Macedonia,42,113724,41904,558
Mon,3,Macedonia,32,98637,35027,443
Mon,4,Macedonia,28,74725,27717,353
Mon,5,Macedonia,21,63341,24774,277
Mon,6,Macedonia,22,58457,21596,285
Mon,7,Macedonia,26,60569,20969,409
Mon,8,Macedonia,35,102282,51576,754
Mon,9,Macedonia,42,140632,82974,989
Mon,10,Macedonia,51,166406,102367,1342
Mon,11,Macedonia,55,211161,125489,1586
Mon,12,Macedonia,58,211183,129877,1681
Mon,13,Macedonia,66,210622,127344,1652
Mon,14,Macedonia,70,239581,133276,1732
Mon,15,Macedonia,74,292085,154481,1820
Mon,16,Macedonia,67,314282,148274,1827
Mon,17,Macedonia,70,294009,145124,1917
Mon,18,Macedonia,71,325504,154677,2066
Mon,19,Macedonia,72,328987,155345,2204
Mon,20,Macedonia,67,353291,158495,2220
Mon,21,Macedonia,68,310926,154152,2021
Mon,22,Macedonia,65,249990,140747,1776
Mon,23,Macedonia,62,261237,123710,1565
Tue,0,Macedonia,60,212350,95443,1262
Tue,1,Macedonia,49,155317,71183,932
Tue,2,Macedonia,39,149493,54120,733
Tue,3,Macedonia,31,120680,39167,474
Tue,4,Macedonia,21,67616,26487,335
Tue,5,Macedonia,16,45287,18847,289
Tue,6,Macedonia,20,45546,18272,242
Tue,7,Macedonia,23,56642,19861,353
Tue,8,Macedonia,26,123422,51457,723
Tue,9,Macedonia,39,159995,89738,1052
Tue,10,Macedonia,51,177042,108077,1341
Tue,11,Macedonia,62,209083,125842,1654
Tue,12,Macedonia,68,235098,140657,1886
Tue,13,Macedonia,70,266608,148876,1926
Tue,14,Macedonia,70,279357,149097,1941
Tue,15,Macedonia,67,300632,152216,1983
Tue,16,Macedonia,66,323012,174216,2226
Tue,17,Macedonia,65,335279,184529,2185
Tue,18,Macedonia,69,343123,194383,2295
Tue,19,Macedonia,68,324364,171486,2384
Tue,20,Macedonia,70,352636,163967,2357
Tue,21,Macedonia,76,339183,149829,2271
Tue,22,Macedonia,71,304819,144173,1960
Tue,23,Macedonia,69,269628,131078,1721
Wed,0,Macedonia,60,242954,107155,1402
Wed,1,Macedonia,53,216161,85255,1181
Wed,2,Macedonia,42,181224,68643,881
Wed,3,Macedonia,30,122014,45915,596
Wed,4,Macedonia,24,80822,33472,403
Wed,5,Macedonia,15,58709,22846,315
Wed,6,Macedonia,23,47224,16049,310
Wed,7,Macedonia,25,79104,28948,489
Wed,8,Macedonia,35,135249,64609,835
Wed,9,Macedonia,46,192661,103182,1199
Wed,10,Macedonia,51,239855,123125,1437
Wed,11,Macedonia,54,235339,131773,1641
Wed,12,Macedonia,60,241753,141496,1832
Wed,13,Macedonia,64,289545,168162,2021
Wed,14,Macedonia,64,304471,172777,2088
Wed,15,Macedonia,69,296955,165697,2055
Wed,16,Macedonia,74,371359,181112,2160
Wed,17,Macedonia,71,335024,158693,2160
Wed,18,Macedonia,69,355818,164971,2236
Wed,19,Macedonia,68,363473,177077,2443
Wed,20,Macedonia,69,379885,176584,2454
Wed,21,Macedonia,70,324791,156093,2201
Wed,22,Macedonia,67,279108,139170,1976
Wed,23,Macedonia,62,264065,124745,1702
Thu,0,Macedonia,52,229282,102294,1361
Thu,1,Macedonia,44,218619,83522,1091
Thu,2,Macedonia,37,120067,48169,666
Thu,3,Macedonia,28,70975,31011,518
Thu,4,Macedonia,24,83877,33056,440
Thu,5,Macedonia,20,57232,20756,312
Thu,6,Macedonia,19,34552,10747,238
Thu,7,Macedonia,23,50107,16094,407
Thu,8,Macedonia,35,113779,53237,751
Thu,9,Macedonia,46,142824,90808,1101
Thu,10,Macedonia,55,207717,112942,1558
Thu,11,Macedonia,58,203894,130051,1799
Thu,12,Macedonia,60,228454,142977,1870
Thu,13,Macedonia,59,262953,148276,2096
Thu,14,Macedonia,65,276164,159096,2052
Thu,15,Macedonia,67,308962,165679,2165
Thu,16,Macedonia,66,313553,170188,2112
Thu,17,Macedonia,66,348088,181902,2257
Thu,18,Macedonia,67,375462,182519,2293
Thu,19,Macedonia,68,382494,177754,2426
Thu,20,Macedonia,68,382113,164571,2393
Thu,21,Macedonia,67,341491,158707,2168
Thu,22,Macedonia,66,289277,140494,1972
Thu,23,Macedonia,63,258332,122814,1735
Fri,0,Macedonia,60,215870,104204,1426
Fri,1,Macedonia,54,187993,89202,1309
Fri,2,Macedonia,50,155550,66470,918
Fri,3,Macedonia,36,107180,45269,593
Fri,4,Macedonia,21,106065,39932,455
Fri,5,Macedonia,18,56180,26231,283
Fri,6,Macedonia,26,57681,18247,288
Fri,7,Macedonia,37,75596,24547,488
Fri,8,Macedonia,38,123688,51085,801
Fri,9,Macedonia,49,153495,86520,1119
Fri,10,Macedonia,58,185208,105956,1386
Fri,11,Macedonia,59,191379,118606,1608
Fri,12,Macedonia,61,209675,119856,1616
Fri,13,Macedonia,62,251192,135630,1842
Fri,14,Macedonia,67,328830,157108,1997
Fri,15,Macedonia,64,336327,159323,1964
Fri,16,Macedonia,65,291301,152464,2015
Fri,17,Macedonia,70,305427,162809,2046
Fri,18,Macedonia,73,321535,162002,2146
Fri,19,Macedonia,75,343947,160052,2142
Fri,20,Macedonia,71,321867,147059,2125
Fri,21,Macedonia,69,277115,142517,1887
Fri,22,Macedonia,68,217131,113303,1498
Fri,23,Macedonia,55,207463,93342,1325
Sat,0,Macedonia,58,176334,77083,1061
Sat,1,Macedonia,48,143233,59920,800
Sat,2,Macedonia,43,101959,53897,659
Sat,3,Macedonia,37,81507,39109,492
Sat,4,Macedonia,23,62986,28263,374
Sat,5,Macedonia,16,48841,21147,288
Sat,6,Macedonia,17,42626,15234,244
Sat,7,Macedonia,17,35219,12302,204
Sat,8,Macedonia,25,52281,23176,360
Sat,9,Macedonia,33,73619,36577,577
Sat,10,Macedonia,52,131794,66159,911
Sat,11,Macedonia,62,172750,91480,1236
Sat,12,Macedonia,66,193837,104124,1535
Sat,13,Macedonia,66,243899,126505,1746
Sat,14,Macedonia,65,240225,128526,1831
Sat,15,Macedonia,71,289381,143988,1971
Sat,16,Macedonia,78,303728,157070,1931
Sat,17,Macedonia,70,303927,155325,1973
Sat,18,Macedonia,68,300632,153857,1939
Sat,19,Macedonia,66,302751,149463,1959
Sat,20,Macedonia,64,262897,132999,1814
Sat,21,Macedonia,59,221661,112539,1512
Sat,22,Macedonia,61,189326,98314,1227
Sat,23,Macedonia,54,177129,85520,1124
Sun,0,Madagascar,2,756,6286,37
Sun,1,Madagascar,1,0,5694,30
Sun,2,Madagascar,1,0,5862,30
Sun,3,Madagascar,1,0,5574,30
Sun,4,Madagascar,2,594,5666,35
Sun,5,Madagascar,2,1231,6599,36
Sun,6,Madagascar,2,614,5025,40
Sun,7,Madagascar,2,421,4975,37
Sun,8,Madagascar,2,7394,4309,63
Sun,9,Madagascar,3,17690,7068,99
Sun,10,Madagascar,3,14301,6298,107
Sun,11,Madagascar,3,20400,7069,133
Sun,12,Madagascar,3,11233,5612,134
Sun,13,Madagascar,2,9162,2761,109
Sun,14,Madagascar,3,9198,3023,98
Sun,15,Madagascar,2,11005,3938,100
Sun,16,Madagascar,2,13136,5328,109
Sun,17,Madagascar,3,8819,5438,92
Sun,18,Madagascar,3,8088,4164,91
Sun,19,Madagascar,2,13921,4063,114
Sun,20,Madagascar,2,9130,3549,91
Sun,21,Madagascar,2,8454,3804,80
